filename,raw_path,processed_path,file_size_bytes,faces_found,width,height,timestamp
2891a1c3-01b0-4894-a93b-5d25c3662adf.jpg,data/raw/2891a1c3-01b0-4894-a93b-5d25c3662adf.jpg,data/processed/2891a1c3-01b0-4894-a93b-5d25c3662adf.jpg,50941,1,256,256,2026-05-14T15:19:48.472574
f09be8f9-58d1-4f3a-b586-45673b5d23df.jpg,data/raw/f09be8f9-58d1-4f3a-b586-45673b5d23df.jpg,data/processed/f09be8f9-58d1-4f3a-b586-45673b5d23df.jpg,55042,1,256,256,2026-05-14T15:19:55.523053
6938589a-5d29-4b93-ba22-b58442efaa70.jpg,data/raw/6938589a-5d29-4b93-ba22-b58442efaa70.jpg,data/processed/6938589a-5d29-4b93-ba22-b58442efaa70.jpg,108806,0,256,256,2026-05-14T15:20:03.450747
47f69297-ba1b-4a28-9192-25cecbfb614e.jpg,data/raw/47f69297-ba1b-4a28-9192-25cecbfb614e.jpg,data/processed/47f69297-ba1b-4a28-9192-25cecbfb614e.jpg,78008,1,256,256,2026-05-14T15:20:19.302128
e10e744e-985c-4f61-aaab-82f7d48545c8.jpg,data/raw/e10e744e-985c-4f61-aaab-82f7d48545c8.jpg,data/processed/e10e744e-985c-4f61-aaab-82f7d48545c8.jpg,80301,1,256,256,2026-05-14T15:20:31.194248
e0c2e17e-2b5c-42df-8c9b-fa6d222c269c.jpg,data/raw/e0c2e17e-2b5c-42df-8c9b-fa6d222c269c.jpg,data/processed/e0c2e17e-2b5c-42df-8c9b-fa6d222c269c.jpg,41813,0,256,256,2026-05-14T15:20:40.132756
a7a49dcf-4a0c-4d37-8ad1-f31836c660a6.jpg,data/raw/a7a49dcf-4a0c-4d37-8ad1-f31836c660a6.jpg,data/processed/a7a49dcf-4a0c-4d37-8ad1-f31836c660a6.jpg,126328,0,256,256,2026-05-14T15:20:47.892972
7fc3fd64-2cb3-4421-80c3-943805114085.jpg,data/raw/7fc3fd64-2cb3-4421-80c3-943805114085.jpg,data/processed/7fc3fd64-2cb3-4421-80c3-943805114085.jpg,76114,1,256,256,2026-05-14T15:20:55.941160
